ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total
5764,108001078998,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SANTA MARIA,Oficial,A,90,89,8498,212,32,4.108.255.863,5.185.007.095,7.222.222.328,268,275.5,316,53.58,55.05,86.74,65.12
5765,105001026573,MEDELLÍN,ANTIOQUIA,IE LUSITANIA- PAZ DE COLOMBIA,Oficial,A,87,87,6392,237,36,5.603.705.883,5.410.133.362,5.284.074.783,298.5,274.5,274.5,54.23,54.33,86.81,65.12
5766,266001002244,PEREIRA,RISARALDA,IE GONZALO MEJIA ECHEVERRY,Oficial,A,47,47,4009,257,36,3.921.705.723,585.921.669,3.999.531.746,310,326,341,61.70,45.93,87.71,65.12
5767,325307001639,GIRARDOT,CUNDINAMARCA,COL LA FRATERNIDAD,Privado,A,42,38,4809,251,47,4.397.628.784,0,6.239.253.521,314.5,314,309,59.43,53.18,82.73,65.11
5768,108001074194,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. EL VALLE,Oficial,A,23,23,7953,220,29,3.888.131.142,5.975.304.604,5.887.871.265,282,303.5,284,54.48,52.50,88.35,65.11
5769,105001012696,MEDELLÍN,ANTIOQUIA,INST EDUC ALFONSO LOPEZ PUMAREJO,Oficial,A,65,65,2220,276,43,7.268.086.433,4.326.717.854,3.865.455.151,310.5,268,291,57.28,51.53,86.52,65.11
5770,123466000021,MONTELÍBANO,CORDOBA,I.E. SAN BERNARDO,Oficial,A,115,114,4739,251,38,7.458.075.523,3.953.342.915,4.318.992.615,300,289.5,282.5,56.15,52.43,86.74,65.11
5771,254223000691,CUCUTILLA,NORTE DE SANTANDER,CENT EDUC RUR MARIA AUXILIADORA,Oficial,A,16,16,7681,224,38,3.660.661.221,5.021.337.509,690.210.247,262.5,316,355,57.88,51.95,85.50,65.11
5772,223189000030,CIÉNAGA DE ORO,CORDOBA,INSTITUCION EDUCATIVA LA DRAGA,Oficial,A,20,19,7959,220,31,5.216.826.439,567.476.368,5.280.531.406,275,277.5,315,54.38,53.91,87.03,65.10
5773,108001003165,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SALVADOR SUAREZ SUAREZ,Oficial,A,63,57,7075,231,43,4.312.771.797,4.966.234.207,6.214.894.772,283.5,322,380.5,60.85,51.65,82.81,65.10
5774,181794000021,TAME,ARAUCA,INSTITUCION EDUCATIVA INOCENCIO CHINCA,Oficial,A,105,102,4611,252,37,4.322.203.159,5.342.695.236,5.738.720.894,307,306,277.5,57.13,51.35,86.83,65.10
5775,119001003868,POPAYÁN,CAUCA,INSTITUTO DE FORMACION TORIBIO MAYA,Privado,A,19,10,6782,234,53,7.290.138.245,5.531.013.012,0,299,329.5,305.5,58.40,64.11,72.79,65.10
5776,376001011243,CALI,VALLE,INSTITUTO LA RIVERA,Privado,A,23,23,4525,253,41,4.227.129.936,579.497.242,0,317.5,269,343,59.13,50.11,86.05,65.10
5777,217541001360,PENSILVANIA,CALDAS,INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA,Oficial,A,6,6,5884,242,50,7.043.922.424,0,5.755.980.492,0,0,0,48.40,64.00,82.88,65.09
5778,150006000314,ACACÍAS,META,IE MARIA MONTESSORI,Oficial,A,54,51,6439,237,40,6.932.660.103,3.788.734.913,505.619.669,316,306,299.5,57.93,52.59,84.76,65.09
5779,191065000016,PUERTO SANTANDER,AMAZONAS,I.E. INTERNADO FRAY JAVIER DE BARCELONA,Oficial,A,4,4,7457,226,9,0,0,4.742.108.822,289,264.5,254,51.68,47.42,96.17,65.09
5780,225592000221,QUEBRADANEGRA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL LA MAGDALENA,Oficial,A,25,25,4145,256,39,5.703.556.538,4.253.910.542,5.044.584.274,313.5,309.5,290.5,58.48,50.01,86.78,65.09
5781,120310000014,GONZÁLEZ,CESAR,I.E. JORGE ELIECER GAITAN,Oficial,A,25,23,3171,265,42,4.121.265.888,55.926.404,6.443.462.372,300.5,275,283,56.18,53.86,85.22,65.09
5782,125328000153,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,I.E.D. MARCO FIDEL SUAREZ,Oficial,A,40,40,5239,247,35,4.883.219.719,5.602.370.262,4.969.707.489,299.5,286.5,290,56.15,51.52,87.59,65.09
5783,299001001855,CUMARIBO,VICHADA,I.E. INTERNADO SILVINO CARO HEREDIA,Oficial,A,10,10,7253,229,40,4.544.045.448,726.428.175,5.414.206.982,286.5,270.5,268,52.70,57.41,85.13,65.08
5784,273168000908,CHAPARRAL,TOLIMA,INSTITUCION EDUCATIVA SIMON BOLIVAR,Oficial,A,37,37,7577,225,32,4.101.613.998,6.773.118.973,5.321.773.529,268,274.5,306.5,53.70,53.99,87.55,65.08
5785,144001000138,RIOHACHA,GUAJIRA,MARIA DORALIZA LOPEZ DE MEJIA,Oficial,A,56,46,6917,232,31,6.274.963.379,4.444.126.129,6.074.431.896,277,270,284,53.15,55.98,86.11,65.08
5786,105360000857,ITAGÜÍ,ANTIOQUIA,I.E. LUIS CARLOS GALAN,Oficial,A,42,42,3868,259,49,742.974.472,4.139.411.926,434.910.059,307,301,294.5,58.08,53.06,84.09,65.08
5787,250001002291,VILLAVICENCIO,META,COL AGROPECUARIO LAS MERCEDES,Oficial,A,35,35,5134,248,38,3.685.550.928,4.832.667.351,6.462.542.534,287,318.5,318,58.58,49.94,86.71,65.07
5788,252720000074,SAPUYES,NARIÑO,INSTITUCION EDUCATIVA AGROPECUARIA LA FLORESTA,Oficial,A,9,9,5779,242,20,4.417.741.776,0,0,284.5,324.5,322.5,58.68,44.18,92.37,65.07
5789,225200002387,COGUA,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL LAS MARGARITAS,Oficial,A,13,13,4333,254,29,4.084.227.085,4.032.612.801,0,334.5,299.5,409.5,64.88,40.58,89.75,65.07
5790,266170000803,DOSQUEBRADAS,RISARALDA,I.E. CARTAGENA,Oficial,A,28,27,6171,239,38,4.341.120.243,5.476.004.601,611.738.348,277,295.5,314.5,56.30,53.12,85.79,65.07
5791,219050000135,ARGELIA,CAUCA,I.E. LA BELLEZA,Oficial,A,14,13,7960,220,31,4.442.015.171,5.767.670.631,5.114.722.252,276,307.5,343.5,57.35,51.08,86.77,65.07
5792,186320000188,ORITO,PUTUMAYO,IE SAN JOSE DE ORITO,Oficial,A,175,174,3259,264,39,7.089.029.789,3.800.727.129,4.002.082.348,300,304,302,58.50,49.64,87.06,65.06
5793,205034000248,ANDES,ANTIOQUIA,I. E. TAPARTO,Oficial,A,39,37,7124,230,36,7.138.424.397,4.239.305.973,4.573.212.624,308,306,281,56.25,53.17,85.77,65.06
5794,150350000030,LA MACARENA,META,IE NUESTRA SEÑORA DE LA MACARENA,Oficial,A,59,59,5907,241,33,4.217.823.982,5.738.862.038,5.593.076.706,288,293,286,55.40,51.83,87.96,65.06
5795,350001002873,VILLAVICENCIO,META,COL. JUAN JOSE RONDON,Privado,A,6,6,3445,262,34,0,6.222.457.409,0,318.5,308.5,0,44.45,62.22,88.51,65.06
5796,111001035572,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ACACIA II (IED),Oficial,A,202,194,5041,249,41,5.159.705.162,5.291.694.641,5.659.936.905,292.5,288.5,293.5,56.18,53.70,85.30,65.06
5797,227615001516,RIOSUCIO,CHOCO,IE INDÍGENA WOUNAAN KHIRJUG,Privado,A,5,3,9510,160,19,0,0,0,224.5,256,259,44.98,0.00,85.14,65.06
5798,344001001508,RIOHACHA,GUAJIRA,GIMNASIO SIMON BOLIVAR,Privado,A,9,9,5076,249,47,4.627.059.937,3.881.979.227,0,350.5,384,386.5,68.50,42.55,84.12,65.06
5799,270418000055,SAN LUIS DE SINCÉ,SUCRE,I.E. MORALITO,Oficial,A,10,10,8228,216,23,5.052.481.651,4.309.595.585,0,311.5,309,323,57.98,46.81,90.38,65.05
5800,119001002187,POPAYÁN,CAUCA,LOS COMUNEROS,Oficial,A,50,46,7396,227,34,4.664.072.037,6.530.407.906,517.876.339,294.5,294,277.5,54.65,54.58,85.93,65.05
5801,141020000018,ALGECIRAS,HUILA,IE JUAN XXIII,Oficial,A,116,110,2234,276,46,7.292.366.028,3.930.747.032,390.585.351,314.5,308,296.5,59.75,50.43,84.98,65.05
5802,117433000859,MANZANARES,CALDAS,INSTITUCION EDUCATIVA MANZANARES,Oficial,A,58,51,5964,241,41,5.620.944.977,422.358.036,6.129.096.508,294.5,318,310.5,58.20,53.25,83.71,65.05
5803,123162000131,CERETÉ,CORDOBA,I. E. EL CAÑITO DE LOS SABALOS,Oficial,A,27,22,6515,236,36,4.138.068.676,712.788.868,6.151.116.848,274,257,288.5,52.78,58.06,84.31,65.05
5804,217272000131,FILADELFIA,CALDAS,INSTITUCION EDUCATIVA ANTONIO NARIÑO,Oficial,A,13,13,8933,204,29,4.168.437.004,4.151.489.735,7.019.947.052,271,313.5,340.5,56.45,51.13,87.55,65.05
5805,252215000469,CÓRDOBA,NARIÑO,INSTITUCION EDUCATIVA SANTANDER,Oficial,A,21,19,7361,228,47,5.922.944.069,0,0,289,291,284.5,54.63,59.23,81.28,65.05
5806,219532001155,PATÍA,CAUCA,I.E. DOS RIOS,Oficial,A,12,12,8074,219,40,6.175.613.403,5.244.646.072,0,277,267,306.5,53.48,57.10,84.56,65.04
5807,347001005570,SANTA MARTA,MAGDALENA,INSTITUTO LAS AMERICAS,Privado,A,20,18,6915,232,31,4.187.958.717,5.699.982.166,0,306,301,334,58.65,49.44,87.03,65.04
5808,105001002071,MEDELLÍN,ANTIOQUIA,I.E. BENJAMIN HERRERA,Oficial,A,42,42,4669,252,43,6.398.217.678,4.664.339.542,5.047.440.529,298,278,292,56.00,53.70,85.42,65.04
5809,105308000482,GIRARDOTA,ANTIOQUIA,I. E. ATANASIO GIRARDOT,Oficial,A,92,88,4304,255,42,7.298.305.511,4.049.882.412,4.219.402.313,302.5,311.5,290.5,57.98,51.89,85.24,65.04
5810,847001000051,SANTA MARTA,MAGDALENA,GIMNASIO BILINGUE DE EDUCACION ACTIVA,Privado,A,6,4,7561,226,62,0,0,0,310,0,345.5,58.77,0.00,71.30,65.03
5811,105360000318,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA JOHN F. KENNEDY,Oficial,A,88,85,4079,257,46,518.981.123,6.730.811.596,4.035.926.342,320,288,287,57.60,53.19,84.30,65.03
5812,154874000148,VILLA DEL ROSARIO,NORTE DE SANTANDER,INST TECNICO MARIA INMACULADA,Oficial,A,115,115,4367,254,39,5.894.868.374,4.014.867.783,5.275.115.967,303,293,305.5,57.78,50.62,86.69,65.03
5813,111001086606,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO LLANO ORIENTAL (IED),Oficial,A,75,70,4379,254,39,534.028.244,5.989.574.432,4.081.344.128,299.5,308.5,296,57.90,51.37,85.80,65.02
5814,276377000078,LA CUMBRE,VALLE,IE FRANCISCO DE PAULA SANTANDER,Privado,A,31,31,7349,228,42,0,0,0,0,0,0,45.60,0.00,84.44,65.02
5815,183460000642,MILÁN,CAQUETA,I.E MARCO FIDEL SUAREZ,Oficial,A,15,15,7863,221,23,4.079.195.499,5.639.397.621,5.074.039.459,298.5,273,311,55.18,49.31,90.57,65.02
5816,308001009863,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL LAS MERCEDES SAN PABLO,Privado,A,56,56,3808,259,38,4.535.309.792,4.226.931.572,4.960.847.378,318.5,312.5,352,62.10,45.74,87.21,65.02
5817,186001000698,MOCOA,PUTUMAYO,IE SAN AGUSTIN,Oficial,A,26,25,5754,243,42,6.051.361.561,4.031.283.855,5.952.973.843,300,303,292,56.90,53.45,84.70,65.02
5818,108001004617,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL JOSE EUSEBIO CARO,Oficial,A,122,119,5839,242,40,4.415.379.524,0,621.062.994,311.5,300.5,275,56.45,53.13,85.47,65.02
5819,111001104302,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ORLANDO HIGUITA ROJAS (IED),Oficial,A,253,250,5156,248,40,5.441.406.727,4.794.543.743,4.971.399.307,306,313.5,300.5,58.40,50.69,85.95,65.01
5820,205837007268,TURBO,ANTIOQUIA,I.E. SAN JOSÉ,Privado,A,90,90,6306,238,39,746.893.549,4.017.592.907,4.500.396.729,295.5,279,304,55.83,53.29,85.92,65.01
5821,117380000053,LA DORADA,CALDAS,INSTITUCION EDUCATIVA DORADA,Oficial,A,94,86,5274,247,39,477.563.858,4.187.963.009,599.316.597,298.5,337.5,316.5,59.98,49.86,85.20,65.01
5822,273483000851,NATAGAIMA,TOLIMA,INSTITUCION EDUCATIVA TECNICA ANCHIQUE,Oficial,A,24,23,8103,218,28,593.866.539,4.053.458.214,6.008.314.133,271.5,279.5,302,53.55,53.33,88.14,65.01
5823,123090000301,CANALETE,CORDOBA,IE SAN JOSE DE CANALETE,Oficial,A,72,63,3430,263,46,4.012.878.418,6.402.241.707,613.713.932,283.5,294,291.5,56.60,55.17,83.25,65.01
5824,105001011631,MEDELLÍN,ANTIOQUIA,INST EDUC ASAMBLEA DEPARTAMENTAL,Oficial,A,116,107,3170,265,42,4.290.621.758,5.486.343.861,5.092.798.233,303,314.5,321.5,60.20,49.57,85.26,65.01
5825,105284000575,FRONTINO,ANTIOQUIA,I. E.  LAS MERCEDES,Oficial,A,18,18,6432,237,40,4.206.894.875,456.453.228,6.599.689.484,300.5,315.5,311.5,58.23,51.24,85.56,65.01
5826,108001002339,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. LA LUZ (ANT. C.E.B. # 008),Oficial,A,56,55,6258,238,32,410.996.151,0,6.229.974.747,273.5,291.5,304.5,55.38,51.70,87.94,65.00
5827,105001007188,MEDELLÍN,ANTIOQUIA,INST EDUC BENEDIKTA ZUR NIEDEN,Oficial,A,67,56,3465,262,36,4.142.291.546,6.838.832.855,4.120.654.583,303.5,308.5,300.5,58.73,50.34,85.94,65.00
5828,220383000769,LA GLORIA,CESAR,I.E. SAN JUAN BAUTISTA,Oficial,A,15,14,6419,237,38,7.227.090.359,5.848.941.803,4.033.887.386,273,268,276,52.70,57.03,85.26,65.00
5829,111001077895,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO OFELIA URIBE DE ACOSTA (IED),Oficial,A,193,172,5808,242,36,7.376.353.741,4.419.513.702,4.247.294.426,303.5,285.5,286.5,55.88,53.48,85.64,65.00
5830,247001003939,SANTA MARTA,MAGDALENA,INSTITUCION EDUCATIVA DISTRITAL BEATRIZ GUTIERREZ DE VIVES,Oficial,A,28,23,7945,220,26,4.064.628.601,6.116.324.425,5.890.239.716,280.5,279.5,297.5,53.88,53.57,87.54,65.00
5831,313001000509,CARTAGENA DE INDIAS,BOLIVAR,GIMN. LATINOAMERICANO,Privado,A,27,21,7498,226,34,4.567.244.053,6.041.791.439,0,296,286.5,350,57.93,53.05,84.02,65.00
5832,154673000026,SAN CAYETANO,NORTE DE SANTANDER,COL TEODORO GUTIERREZ CALDERON,Oficial,A,28,28,5080,249,52,5.027.316.093,5.408.482.552,5.720.683.098,296.5,313.5,309,58.40,53.85,82.72,64.99
5833,276147000222,CARTAGO,VALLE,ZARAGOZA,Oficial,A,60,60,3194,265,47,4.139.897.823,5.602.898.598,6.026.313.305,309,282,293.5,57.48,52.56,84.94,64.99
5834,119001000486,POPAYÁN,CAUCA,GABRIELA MISTRAL,Oficial,A,152,148,3073,266,42,4.509.094.238,6.546.999.931,4.270.315.647,297.5,295.5,298.5,57.88,51.09,86.00,64.99
5835,273001002658,IBAGUÉ,TOLIMA,INST  EDUC SAN BERNARDO,Oficial,A,15,15,5570,244,33,4.084.846.497,5.316.208.839,567.488.718,298.5,276.5,313.5,56.63,50.25,88.09,64.99
5836,205282000165,FREDONIA,ANTIOQUIA,I. E. R. PALOMOS,Oficial,A,3,3,5892,241,27,0,0,4.811.002.731,294.5,296,307,56.93,48.11,89.93,64.99
5837,311001042977,BOGOTÁ D.C.,BOGOTÁ D.C.,COL RAFAEL MARIA CARRASQUILLA,Privado,A,55,55,3583,261,40,437.097.168,5.750.627.518,4.358.088.493,323,290.5,325,59.98,48.27,86.71,64.98
5838,115693000043,SANTA ROSA DE VITERBO,BOYACA,IE CASILDA ZAFRA,Oficial,A,25,18,2435,273,42,4.210.469.246,5.663.775.921,5.542.710.304,309.5,304.5,325.5,60.63,51.39,82.93,64.98
5839,305266019969,ENVIGADO,ANTIOQUIA,INSTITUCION EDUCATIVA AVANZAR,Privado,A,24,23,3641,261,48,431.325.531,5.296.943.665,0,322,331.5,347,63.08,48.05,83.82,64.98
5840,205756000781,SONSÓN,ANTIOQUIA,I. E. R. SAN MIGUEL,Oficial,A,20,18,7646,224,32,4.896.773.338,3.932.267.666,7.301.551.342,255,312.5,307,54.93,53.77,86.25,64.98
5841,254874000967,VILLA DEL ROSARIO,NORTE DE SANTANDER,INST TECNICO AGROP JUAN FRIO,Oficial,A,24,24,6949,232,37,605.675.602,4.389.855.385,5.715.101.719,299,289.5,276,54.83,53.87,86.25,64.98
5842,327205000789,CONDOTO,CHOCO,IE TECNICO COMERCIAL,Oficial,A,49,47,8782,207,29,3.662.400.484,6.324.987.888,5.544.283.867,276,329.5,306.5,55.95,51.77,87.21,64.98
5843,286320000441,ORITO,PUTUMAYO,I.E.R. NUEVA SILVANIA,Oficial,A,29,29,7004,231,30,3.841.476.917,6.242.526.054,0,280,305.5,303.5,56.00,50.42,88.51,64.98
5844,108001018464,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL JORGE ROBLEDO ORTIZ,Oficial,A,51,51,5226,247,33,4.085.625.172,0,5.846.146.107,284,293.5,316.5,57.05,49.66,88.21,64.97
5845,173352000037,ICONONZO,TOLIMA,INSTITUCION EDUCATIVA NORMAL SUPERIOR,Oficial,A,76,76,7147,230,39,4.265.679.359,379.091.692,6.347.813.129,289,345.5,363.5,61.40,48.01,85.50,64.97
5846,115550000191,PISBA,BOYACA,IE RAMON BARRANTES,Oficial,A,11,9,4026,257,37,5.494.678.497,4.825.544.357,4.757.086.754,337.5,307.5,288.5,59.53,50.26,85.13,64.97
5847,168020000374,ALBANIA,SANTANDER,COLEGIO DEPARTAMENTAL INTEGRADO SAGRADO CORAZON DE JESUS,Oficial,A,11,11,3994,257,27,4.567.784.309,0,4.274.708.748,332,328.5,286.5,60.20,44.21,90.49,64.97
5848,152001003105,PASTO,NARIÑO,I.E.M. AURELIO ARTURO MARTINEZ,Oficial,A,30,30,4844,250,36,4.085.242.748,4.669.742.584,5.785.102.367,293.5,295,342,59.03,48.47,87.41,64.97
5849,163001000329,ARMENIA,QUINDIO,RUFINO JOSE CUERVO CENTRO,Oficial,A,180,170,4419,254,43,4.650.946.617,4.772.716.045,5.667.187.691,328,307.5,308,59.88,50.30,84.72,64.97
5850,125394000512,LA PALMA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL CALIXTO GAITAN,Oficial,A,17,14,5842,242,40,5.141.456.127,5.575.600.624,5.825.273.991,301.5,276,309,56.43,55.14,83.31,64.96
5851,308573012927,PUERTO COLOMBIA,ATLANTICO,UNIDAD PORTEÑA DE APRENDIZAJE - UPA,Privado,A,17,17,3695,260,39,4.321.501.732,5.751.493.931,4.045.658.588,324,319.5,313.5,60.85,47.06,86.96,64.96
5852,105206000186,CONCEPCIÓN,ANTIOQUIA,I. E.  PRESBITERO LIBARDO AGUIRRE,Oficial,A,60,26,5564,244,31,4.442.171.097,5.339.566.708,5.306.429.863,345.5,322,333,62.23,50.29,82.34,64.95
5853,223670000345,SAN ANDRÉS DE SOTAVENTO,CORDOBA,INSTITUCION EDUCATIVA CALLE LARGA,Oficial,A,19,19,9470,175,22,0,6.257.667.065,5.215.646.744,241,267,290,48.65,57.37,88.83,64.95
5854,308433000816,MALAMBO,ATLANTICO,ESCUELA METROPOLITANA DE MALAMBO,Privado,A,66,66,7145,230,39,4.924.988.747,404.484.272,6.328.395.844,303.5,284,349.5,58.35,50.99,85.50,64.95
5855,313001027059,CARTAGENA DE INDIAS,BOLIVAR,CONC. ESCOLAR BERTHA SUTTNER,Privado,A,49,48,6021,240,33,5.212.008.953,4.535.471.916,6.101.613.998,282,284,281,54.35,52.83,87.67,64.95
5856,163130000033,CALARCÁ,QUINDIO,JHON F KENEDY,Oficial,A,59,59,3165,265,42,4.444.013.596,5.826.057.911,4.329.410.553,317.5,314.5,300,59.85,48.66,86.32,64.94
5857,105197000160,COCORNÁ,ANTIOQUIA,I. E. COCORNA,Oficial,A,80,74,2751,269,39,4.251.347.065,5.073.463.917,5.296.634.674,310,303,312,59.70,48.74,86.39,64.94
5858,168255000011,EL PLAYÓN,SANTANDER,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,Oficial,A,85,85,4356,254,37,4.964.531.422,4.349.610.329,5.089.131.832,320,307.5,309,59.53,48.01,87.29,64.94
5859,276001003289,CALI,VALLE,INSTITUCION EDUCATIVA NAVARRO,Oficial,A,10,10,8174,217,29,4.226.200.104,4.985.473.633,6.015.689.373,270,305.5,324.5,55.85,50.76,88.21,64.94
5860,252260000054,EL TAMBO,NARIÑO,INSTITUCION EDUCATIVA SAN PEDRO,Oficial,A,25,24,6322,238,40,4.215.036.392,6.281.262.398,0,307,305,296,57.30,52.48,85.04,64.94
5861,105145000145,CARAMANTA,ANTIOQUIA,I. E. JUAN PABLO GOMEZ OCHOA,Oficial,A,36,35,6755,234,40,4.163.420.677,4.824.641.228,654.334.116,293,304.5,329.5,58.05,51.77,85.00,64.94
5862,276100000259,BOLÍVAR,VALLE,IE PRIMAVERA,Oficial,A,15,15,7901,221,37,0,0,0,0,0,0,44.20,0.00,85.66,64.93
5863,252352000263,ILES,NARIÑO,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,Oficial,A,16,16,4332,254,28,4.448.680.878,0,0,323.5,292.5,334.5,60.23,44.49,90.07,64.93
5864,115425000014,MACANAL,BOYACA,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,Oficial,A,44,44,4914,250,43,4.533.680.439,5.730.736.256,4.213.070.869,319.5,333,321.5,61.20,48.26,85.32,64.93
5865,252356001663,IPIALES,NARIÑO,INSTITUCION EDUCATIVA SAN LORENZO DE YARAMAL,Oficial,A,23,23,3750,260,45,5.904.353.619,6.086.711.884,3.979.423.285,299,277,290,56.30,53.23,85.25,64.93
5866,123686000014,SAN PELAYO,CORDOBA,INST EDU SANTA TERESITA,Oficial,A,129,126,4319,255,46,5.181.877.136,5.652.032.375,5.781.646.252,282.5,281,282,55.03,55.39,84.36,64.92
5867,211850001481,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FABIO LOZANO SIMONELLI (IED),Oficial,A,108,106,3219,264,34,4.799.620.628,5.671.575.069,4.202.894.211,304,298,283.5,57.48,48.91,88.38,64.92
5868,150313000861,GRANADA,META,IE DOS QUEBRADAS,Oficial,A,21,21,6761,234,41,7.215.695.858,3.767.779.827,5.329.406.738,285.5,296.5,290,55.30,54.38,85.09,64.92
5869,254051000872,ARBOLEDAS,NORTE DE SANTANDER,I.E. ANTONIO JOSE DE SUCRE,Oficial,A,13,13,8339,215,37,4.008.126.259,3.930.137.157,6.991.826.057,288.5,333.5,356.5,59.68,49.77,85.32,64.92
5870,123182000242,CHINÚ,CORDOBA,IE LAS MERCEDES,Oficial,A,63,63,4478,253,36,4.140.613.556,5.458.013.535,4.887.911.797,294,304.5,327,58.93,48.29,87.54,64.92
5871,205440000305,MARINILLA,ANTIOQUIA,I E R ROSALIA HOYOS,Oficial,A,27,23,3844,259,41,4.436.222.553,5.593.046.188,5.126.217.842,318.5,301.5,319.5,59.93,50.52,84.31,64.92
5872,263130000925,CALARCÁ,QUINDIO,SAN BERNARDO,Oficial,A,60,57,3884,258,34,4.321.486.473,432.446.909,5.482.748.032,317.5,302.5,319.5,59.88,47.10,87.77,64.91
5873,141615000089,RIVERA,HUILA,IE MISAEL PASTRANA B,Oficial,A,113,113,2887,268,49,5.290.583.611,4.507.031.441,5.675.445.557,299,307.5,298,58.63,51.58,84.54,64.91
5874,125754003291,SOACHA,CUNDINAMARCA,INSTITUCION EDUCATIVA LEON XIII,Oficial,A,325,309,4266,255,38,4.440.896.988,415.551.281,6.125.505.447,314.5,313,303,59.28,49.07,86.39,64.91
5875,105034000278,ANDES,ANTIOQUIA,I. E. MARCO FIDEL SUAREZ,Oficial,A,33,33,4189,256,44,4.226.950.645,5.596.887.589,5.289.190.769,318.5,314.5,291.5,59.03,50.38,85.33,64.91
5876,152788000019,TANGUA,NARIÑO,INSTITUCION EDUCATIVA MISAEL PASTRANA BORRERO,Oficial,A,59,56,6028,240,34,4.140.114.784,4.609.163.761,5.543.943.882,275,359.5,328,60.13,47.64,86.96,64.91
5877,105001005410,MEDELLÍN,ANTIOQUIA,INST EDUC JUAN DE DIOS CARVAJAL,Oficial,A,50,50,4361,254,38,5.174.052.238,5.648.961.544,445.781.517,289,286,307,56.80,50.94,86.99,64.91
5878,276845000102,ULLOA,VALLE,IE MARIA INMACULADA,Oficial,A,10,10,7093,230,29,0,0,5.026.888.371,312,284.5,286.5,55.65,50.27,88.80,64.91
5879,252001000500,PASTO,NARIÑO,I.E.M. CABRERA,Oficial,A,22,22,5725,243,39,5.724.578.857,477.663.517,4.963.160.515,298,316.5,282.5,57.00,51.55,86.17,64.91
5880,244650000761,SAN JUAN DEL CESAR,GUAJIRA,INSTITUCION EDUCATIVA RURAL HUGUES MANUEL LACOUTURE,Oficial,A,19,18,7949,220,28,3.909.566.402,6.347.079.754,5.839.122.772,262,268,309,52.95,53.65,88.12,64.91
5881,141306000058,GIGANTE,HUILA,IE ISMAEL PERDOMO BORRERO,Oficial,A,58,56,2114,277,32,3.960.854.769,587.234.211,4.026.923.656,313,294.5,300,59.23,46.20,89.29,64.90
5882,217001000526,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA RURAL SERAFICO SAN ANTONIO DE PADUA,Oficial,A,20,20,5354,246,35,3.626.913.548,5.552.080.154,484.008.646,323.5,307.5,331.5,60.43,46.73,87.54,64.90
5883,241530000238,PALESTINA,HUILA,IE EL ROBLE,Oficial,A,9,9,5804,242,36,5.049.064.159,3.615.808.249,6.391.923.904,287,300,320,57.45,50.19,87.05,64.90
5884,173148000010,CARMEN DE APICALÁ,TOLIMA,INSTITUCION EDUCATIVA TECNICA PEDRO PABON PARGA,Oficial,A,103,102,6443,237,41,4.234.669.685,563.407.135,6.382.037.163,287.5,287,296.5,55.40,54.17,85.11,64.89
5885,376001027280,CALI,VALLE,INSTITUTO EDUCATIVO ALFA,Privado,A,21,21,5401,246,41,4.171.103.001,6.488.726.139,4.823.984.146,310.5,284,306.5,57.35,51.61,85.71,64.89
5886,111001041611,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO DIANA TURBAY (IED),Oficial,A,66,61,6313,238,39,0,5.676.500.797,4.896.934.032,305,301,295,56.95,52.87,84.85,64.89
5887,117001000653,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT,Oficial,A,23,20,6707,234,34,6.268.037.796,4.716.846.466,4.167.935.848,328,315.5,292.5,58.50,50.51,85.66,64.89
